y	x	showSelected1	PANEL
3	0.902452144789797	dim.CN.combine.sites PJ	2
3	0.850730727021401	dim.CN.combine.sites PP	2
3	0.844102236191914	dim.compare.sites GL	2
3	0.789113569391375	dim.compare.sites MC	2
3	0.819178909573903	dim.compare.sites PJ	2
3	0.752653851696606	dim.compare.sites PP	2
3	0.886270180252703	dim.compare.treatments C	2
3	0.923419633045643	dim.compare.treatments CN	2
3	0.56191507209838	dim.compare.treatments control	2
5	0.8631849000446	control.vs.carbon.additions C	2
5	0.916255004928029	control.vs.carbon.additions CN	2
5	0.820709687518557	control.vs.carbon.additions control	2
5	0.980351728901042	controls.between.experiments dim	2
5	0.888280150104044	controls.between.experiments qme	2
5	0.711083153214138	controls.between.sites GL	2
5	0.669973184582276	controls.between.sites MC	2
5	0.614401610782986	controls.between.sites PJ	2
5	0.69515786583093	controls.between.sites PP	2
5	0.779662452338082	controls.between.sites glacier_forefield	2
5	0.973991277166513	controls.between.sites litchfield_island	2
5	0.815733178499522	dim.C.between.sites GL	2
5	0.83024908702592	dim.C.between.sites MC	2
5	0.784812578285748	dim.C.between.sites PJ	2
5	0.839088655770616	dim.C.between.sites PP	2
5	0.869937247823234	dim.CN.combine.sites GL	2
5	0.8562963952131	dim.CN.combine.sites MC	2
5	0.90241633698929	dim.CN.combine.sites PJ	2
5	0.889292661169618	dim.CN.combine.sites PP	2
5	0.852147388681283	dim.compare.sites GL	2
5	0.8622618065091	dim.compare.sites MC	2
5	0.82503101907737	dim.compare.sites PJ	2
5	0.871377528116701	dim.compare.sites PP	2
5	0.886184031173399	dim.compare.treatments C	2
5	0.958745704832262	dim.compare.treatments CN	2
5	0.769945600874694	dim.compare.treatments control	2
